news,label_key,gold,pred_binary,correct
"december gold climbs 0.6% at $1,209.50/oz.",Asset Comparision,0,0,1
"december gold climbs 0.6% at $1,209.50/oz.",Past Information,1,1,1
"december gold climbs 0.6% at $1,209.50/oz.",Future Information,0,0,1
"december gold climbs 0.6% at $1,209.50/oz.",Price Sentiment_positive,1,1,1
"december gold climbs 0.6% at $1,209.50/oz.",Price Sentiment_negative,0,0,1
"december gold climbs 0.6% at $1,209.50/oz.",Price Sentiment_none,0,0,1
"kinross gold names tye burt as president, ceo",Price Direction Up,0,0,1
"kinross gold names tye burt as president, ceo",Price Direction Constant,0,0,1
"kinross gold names tye burt as president, ceo",Price Direction Down,0,0,1
"kinross gold names tye burt as president, ceo",Asset Comparision,0,0,1
"kinross gold names tye burt as president, ceo",Past Information,1,0,0
"kinross gold names tye burt as president, ceo",Future Information,0,0,1
"kinross gold names tye burt as president, ceo",Price Sentiment_positive,0,1,0
"kinross gold names tye burt as president, ceo",Price Sentiment_negative,0,0,1
"kinross gold names tye burt as president, ceo",Price Sentiment_none,1,0,0
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Direction Up,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Direction Constant,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Direction Down,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Asset Comparision,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Past Information,1,0,0
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Future Information,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Sentiment_positive,0,0,1
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Sentiment_negative,0,1,0
revenue intelligence raided gold importers for importing gold from thailand at 1% duty,Price Sentiment_none,1,0,0
world gold council announces new managing director in india,Price Direction Up,0,0,1
world gold council announces new managing director in india,Price Direction Constant,0,0,1
world gold council announces new managing director in india,Price Direction Down,0,0,1
world gold council announces new managing director in india,Asset Comparision,0,0,1
world gold council announces new managing director in india,Past Information,1,0,0
world gold council announces new managing director in india,Future Information,0,0,1
world gold council announces new managing director in india,Price Sentiment_positive,0,1,0
world gold council announces new managing director in india,Price Sentiment_negative,0,0,1
world gold council announces new managing director in india,Price Sentiment_none,1,0,0
gold prices may slip to rs 28745-27850: mangal keshav,Price Direction Up,0,0,1
gold prices may slip to rs 28745-27850: mangal keshav,Price Direction Constant,0,0,1
gold prices may slip to rs 28745-27850: mangal keshav,Price Direction Down,1,1,1
gold prices may slip to rs 28745-27850: mangal keshav,Asset Comparision,0,0,1
gold prices may slip to rs 28745-27850: mangal keshav,Past Information,1,1,1
gold prices may slip to rs 28745-27850: mangal keshav,Future Information,0,0,1
gold prices may slip to rs 28745-27850: mangal keshav,Price Sentiment_positive,0,0,1
gold prices may slip to rs 28745-27850: mangal keshav,Price Sentiment_negative,1,1,1
gold prices may slip to rs 28745-27850: mangal keshav,Price Sentiment_none,0,0,1
investing carries risks - even for gold,Price Direction Up,0,0,1
investing carries risks - even for gold,Price Direction Constant,0,0,1
investing carries risks - even for gold,Price Direction Down,0,0,1
investing carries risks - even for gold,Asset Comparision,0,1,0
investing carries risks - even for gold,Past Information,1,0,0
investing carries risks - even for gold,Future Information,0,0,1
investing carries risks - even for gold,Price Sentiment_positive,0,0,1
investing carries risks - even for gold,Price Sentiment_negative,0,1,0
investing carries risks - even for gold,Price Sentiment_none,1,1,1
coins : buyers return to gold coin market,Price Direction Up,0,0,1
coins : buyers return to gold coin market,Price Direction Constant,0,0,1
coins : buyers return to gold coin market,Price Direction Down,0,0,1
coins : buyers return to gold coin market,Asset Comparision,0,0,1
coins : buyers return to gold coin market,Past Information,1,0,0
coins : buyers return to gold coin market,Future Information,0,0,1
coins : buyers return to gold coin market,Price Sentiment_positive,0,1,0
coins : buyers return to gold coin market,Price Sentiment_negative,0,0,1
coins : buyers return to gold coin market,Price Sentiment_none,1,0,0
how low will gold go in 2014? consensus forecast says down 14.5%,Price Direction Up,0,0,1
how low will gold go in 2014? consensus forecast says down 14.5%,Price Direction Constant,0,0,1
how low will gold go in 2014? consensus forecast says down 14.5%,Price Direction Down,1,1,1
how low will gold go in 2014? consensus forecast says down 14.5%,Asset Comparision,0,0,1
how low will gold go in 2014? consensus forecast says down 14.5%,Past Information,0,1,0
how low will gold go in 2014? consensus forecast says down 14.5%,Future Information,1,1,1
how low will gold go in 2014? consensus forecast says down 14.5%,Price Sentiment_positive,0,0,1
how low will gold go in 2014? consensus forecast says down 14.5%,Price Sentiment_negative,1,1,1
how low will gold go in 2014? consensus forecast says down 14.5%,Price Sentiment_none,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Price Direction Up,1,1,1
"gold rises by rs 175 on increased demand, firm global cues",Price Direction Constant,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Price Direction Down,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Asset Comparision,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Past Information,1,0,0
"gold rises by rs 175 on increased demand, firm global cues",Future Information,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Price Sentiment_positive,1,1,1
"gold rises by rs 175 on increased demand, firm global cues",Price Sentiment_negative,0,0,1
"gold rises by rs 175 on increased demand, firm global cues",Price Sentiment_none,0,0,1
gold at highest in nearly seven months after fed,Price Direction Up,1,0,0
gold at highest in nearly seven months after fed,Price Direction Constant,0,0,1
gold at highest in nearly seven months after fed,Price Direction Down,0,0,1
gold at highest in nearly seven months after fed,Asset Comparision,0,0,1
gold at highest in nearly seven months after fed,Past Information,1,1,1
gold at highest in nearly seven months after fed,Future Information,0,0,1
gold at highest in nearly seven months after fed,Price Sentiment_positive,1,1,1
gold at highest in nearly seven months after fed,Price Sentiment_negative,0,0,1
gold at highest in nearly seven months after fed,Price Sentiment_none,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Direction Up,1,0,0
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Direction Constant,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Direction Down,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Asset Comparision,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Past Information,1,0,0
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Future Information,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Sentiment_positive,1,1,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Sentiment_negative,0,0,1
june gold up $1.80 at $866.90 an ounce after fed cuts rates,Price Sentiment_none,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Price Direction Up,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Price Direction Constant,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Price Direction Down,1,1,1
"Gold futures down at Rs 31,280 on weak global cues",Asset Comparision,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Past Information,1,0,0
"Gold futures down at Rs 31,280 on weak global cues",Future Information,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Price Sentiment_positive,0,0,1
"Gold futures down at Rs 31,280 on weak global cues",Price Sentiment_negative,1,1,1
"Gold futures down at Rs 31,280 on weak global cues",Price Sentiment_none,0,0,1
gold futures up $5 at $592.70 an ounce,Price Direction Up,1,1,1
gold futures up $5 at $592.70 an ounce,Price Direction Constant,0,0,1
gold futures up $5 at $592.70 an ounce,Price Direction Down,0,0,1
gold futures up $5 at $592.70 an ounce,Asset Comparision,0,0,1
gold futures up $5 at $592.70 an ounce,Past Information,1,0,0
gold futures up $5 at $592.70 an ounce,Future Information,0,0,1
gold futures up $5 at $592.70 an ounce,Price Sentiment_positive,1,1,1
gold futures up $5 at $592.70 an ounce,Price Sentiment_negative,0,0,1
gold futures up $5 at $592.70 an ounce,Price Sentiment_none,0,0,1
"oil, gold trim losses after consumer confidence",Price Direction Up,0,0,1
"oil, gold trim losses after consumer confidence",Price Direction Constant,0,0,1
"oil, gold trim losses after consumer confidence",Price Direction Down,1,0,0
"oil, gold trim losses after consumer confidence",Asset Comparision,1,1,1
"oil, gold trim losses after consumer confidence",Past Information,1,1,1
"oil, gold trim losses after consumer confidence",Future Information,0,0,1
"oil, gold trim losses after consumer confidence",Price Sentiment_positive,0,0,1
"oil, gold trim losses after consumer confidence",Price Sentiment_negative,1,1,1
"oil, gold trim losses after consumer confidence",Price Sentiment_none,0,0,1
gold futures score a rise of 2.5% for the week,Price Direction Up,1,1,1
gold futures score a rise of 2.5% for the week,Price Direction Constant,0,0,1
gold futures score a rise of 2.5% for the week,Price Direction Down,0,0,1
gold futures score a rise of 2.5% for the week,Asset Comparision,0,0,1
gold futures score a rise of 2.5% for the week,Past Information,1,1,1
gold futures score a rise of 2.5% for the week,Future Information,0,0,1
gold futures score a rise of 2.5% for the week,Price Sentiment_positive,1,1,1
gold futures score a rise of 2.5% for the week,Price Sentiment_negative,0,0,1
gold futures score a rise of 2.5% for the week,Price Sentiment_none,0,0,1
gold prices gain in asia as investors await more greece debt news,Price Direction Up,1,1,1
gold prices gain in asia as investors await more greece debt news,Price Direction Constant,0,0,1
gold prices gain in asia as investors await more greece debt news,Price Direction Down,0,0,1
gold prices gain in asia as investors await more greece debt news,Asset Comparision,0,0,1
gold prices gain in asia as investors await more greece debt news,Past Information,1,0,0
gold prices gain in asia as investors await more greece debt news,Future Information,0,0,1
gold prices gain in asia as investors await more greece debt news,Price Sentiment_positive,1,1,1
gold prices gain in asia as investors await more greece debt news,Price Sentiment_negative,0,0,1
gold prices gain in asia as investors await more greece debt news,Price Sentiment_none,0,0,1
why now may be a good time to buy gold and silver,Price Direction Up,0,0,1
why now may be a good time to buy gold and silver,Price Direction Constant,0,0,1
why now may be a good time to buy gold and silver,Price Direction Down,0,0,1
why now may be a good time to buy gold and silver,Asset Comparision,1,1,1
why now may be a good time to buy gold and silver,Past Information,1,0,0
why now may be a good time to buy gold and silver,Future Information,0,0,1
why now may be a good time to buy gold and silver,Price Sentiment_positive,0,1,0
why now may be a good time to buy gold and silver,Price Sentiment_negative,0,1,0
why now may be a good time to buy gold and silver,Price Sentiment_none,1,0,0
gold rate today: track gold price in india,Price Direction Up,0,0,1
gold rate today: track gold price in india,Price Direction Constant,0,0,1
gold rate today: track gold price in india,Price Direction Down,0,0,1
gold rate today: track gold price in india,Asset Comparision,0,0,1
gold rate today: track gold price in india,Past Information,1,0,0
gold rate today: track gold price in india,Future Information,0,0,1
gold rate today: track gold price in india,Price Sentiment_positive,0,1,0
gold rate today: track gold price in india,Price Sentiment_negative,0,1,0
gold rate today: track gold price in india,Price Sentiment_none,1,0,0
gold rises $1.30,Price Direction Up,1,1,1
gold rises $1.30,Price Direction Constant,0,0,1
gold rises $1.30,Price Direction Down,0,0,1
gold rises $1.30,Asset Comparision,0,0,1
gold rises $1.30,Past Information,1,0,0
gold rises $1.30,Future Information,0,0,1
gold rises $1.30,Price Sentiment_positive,1,1,1
gold rises $1.30,Price Sentiment_negative,0,0,1
gold rises $1.30,Price Sentiment_none,0,0,1
Gold inches up as prospects for further US rate hikes weigh on dollar,Price Direction Up,1,0,0
Gold inches up as prospects for further US rate hikes weigh on dollar,Price Direction Constant,0,0,1
